type,country,date_added,release_year,rating,duration,listed_in,Cluster
1,45,"November 9, 2018",2018,11,1,409,0
1,121,"November 9, 2018",2018,11,1,241,0
1,442,"November 9, 2018",2018,13,2,440,0
1,603,"November 9, 2018",2018,11,1,446,0
1,165,"November 8, 2018",2017,11,1,246,0
1,603,"November 7, 2018",2017,11,1,262,0
0,251,"November 5, 2018",2018,9,129,326,1
0,603,"November 5, 2018",2018,11,90,470,2
1,338,"November 3, 2018",2003,9,7,409,0
0,45,"November 2, 2018",2018,11,116,218,2
1,736,"November 2, 2018",2018,10,1,422,0
0,603,"November 2, 2018",2018,9,59,288,1
0,603,"November 2, 2018",2018,10,95,337,2
0,184,"November 2, 2018",2018,8,122,175,1
0,603,"November 2, 2018",2018,11,98,274,2
0,251,"November 1, 2018",2009,9,117,219,1
0,251,"November 1, 2018",2008,9,95,375,1
0,251,"November 1, 2018",2015,9,146,328,1
0,251,"November 1, 2018",2013,9,136,326,1
0,251,"November 1, 2018",2011,9,91,39,1
0,251,"November 1, 2018",2018,9,123,328,1
0,251,"November 1, 2018",2012,9,144,200,1
0,251,"November 1, 2018",2010,9,121,200,1
0,58,"November 1, 2018",2018,12,91,369,2
0,251,"November 1, 2018",2006,9,158,200,4
1,2,"November 1, 2018",2015,13,2,427,0
0,555,"November 1, 2018",2007,9,157,328,4
0,251,"November 1, 2018",2009,9,124,219,1
0,251,"November 1, 2018",2010,12,106,217,2
0,603,"November 1, 2018",2018,11,92,363,2
0,45,"November 1, 2018",2017,11,80,470,2
1,603,"November 1, 2018",2018,11,3,291,0
0,251,"November 1, 2018",2015,9,126,332,1
0,251,"November 1, 2018",2013,11,129,223,2
0,251,"November 1, 2018",2012,9,133,375,1
0,251,"November 1, 2018",2007,9,109,200,4
0,251,"November 1, 2018",2012,11,143,326,2
0,251,"November 1, 2018",2013,9,140,25,1
0,251,"November 1, 2018",2012,9,150,219,1
0,251,"November 1, 2018",2013,12,128,219,2
0,251,"November 1, 2018",2013,11,120,331,2
0,251,"November 1, 2018",2012,9,154,219,1
0,603,"November 1, 2018",2006,11,45,470,2
0,251,"November 1, 2018",2015,9,132,200,1
0,251,"November 1, 2018",2007,9,126,328,4
0,603,"November 1, 2018",2013,11,95,470,2
0,251,"November 1, 2018",2008,11,135,326,2
0,251,"November 1, 2018",2014,9,139,219,1
0,251,"November 1, 2018",2011,11,131,326,2
0,251,"November 1, 2018",2008,9,118,200,4
0,251,"November 1, 2018",2010,9,129,39,1
0,251,"November 1, 2018",2014,9,131,332,1
0,251,"November 1, 2018",2013,9,146,328,1
0,251,"November 1, 2018",2013,9,123,219,1
0,251,"November 1, 2018",2014,9,141,332,1
0,603,"November 1, 2018",2015,11,93,470,2
1,736,"November 1, 2018",2012,12,1,114,0
0,603,"November 1, 2018",2017,11,91,285,2
0,426,"November 1, 2018",2016,11,106,319,2
0,251,"November 1, 2018",2008,9,131,200,4
0,251,"November 1, 2018",2014,12,95,199,2
0,251,"November 1, 2018",2011,6,104,138,1
0,451,"October 31, 2018",2018,11,126,332,2
0,388,"October 31, 2018",2015,8,118,326,1
1,319,"October 30, 2018",2018,11,2,80,0
0,241,"October 27, 2018",2006,9,94,52,4
0,736,"October 26, 2018",2018,11,100,328,2
0,408,"October 26, 2018",2018,7,126,326,1
0,464,"October 26, 2018",2018,11,90,200,2
0,121,"October 26, 2018",2018,9,87,220,1
0,718,"October 26, 2018",2018,9,97,274,1
1,639,"October 26, 2018",2018,11,1,235,0
0,251,"October 26, 2018",2018,11,115,332,2
1,603,"October 25, 2018",2009,12,1,433,0
1,603,"October 25, 2018",2017,9,2,487,0
0,603,"October 25, 2018",2018,11,93,274,2
0,736,"October 24, 2018",2015,9,138,39,1
0,603,"October 23, 2018",2018,11,74,470,2
1,105,"October 23, 2018",2018,9,1,394,0
0,603,"October 23, 2018",2018,7,102,60,1
1,603,"October 23, 2018",2017,11,3,471,0
0,385,"October 20, 2018",2018,11,104,220,2
1,105,"October 19, 2018",2018,9,1,393,0
1,15,"October 19, 2018",2017,12,1,294,0
1,603,"October 19, 2018",2018,12,1,433,0
0,343,"October 19, 2018",2018,11,51,442,2
0,736,"October 19, 2018",2018,11,50,442,2
0,521,"October 19, 2018",2018,6,86,125,1
0,435,"October 19, 2018",2018,11,140,55,2
1,603,"October 19, 2018",2018,9,2,234,0
1,603,"October 19, 2018",2018,11,3,254,0
0,251,"October 19, 2018",2013,9,122,326,1
0,736,"October 19, 2018",2018,13,23,442,2
1,488,"October 19, 2018",2017,11,4,417,0
0,241,"October 19, 2018",2016,11,95,52,2
0,277,"October 19, 2018",2018,11,121,52,2
1,506,"October 19, 2018",2018,11,1,105,0
0,251,"October 18, 2018",2018,11,131,332,2
1,58,"October 17, 2018",2012,12,2,433,0
1,15,"October 16, 2018",2018,11,5,243,0
0,603,"October 16, 2018",2018,11,63,470,2
0,251,"October 15, 2018",2017,11,150,326,2
0,251,"October 15, 2018",2018,11,159,326,2
1,506,"October 15, 2018",2018,11,1,104,0
0,251,"October 13, 2018",2018,9,131,331,1
0,589,"October 12, 2018",2018,11,130,353,2
1,736,"October 12, 2018",2018,14,2,248,0
0,451,"October 12, 2018",2018,11,99,352,2
0,603,"October 12, 2018",2018,11,86,285,2
1,736,"October 12, 2018",2018,11,1,291,0
0,272,"October 12, 2018",2018,9,106,350,1
0,603,"October 12, 2018",2018,9,57,288,1
1,603,"October 12, 2018",2018,12,1,494,0
1,603,"October 12, 2018",2018,11,1,499,0
0,681,"October 12, 2018",2018,8,97,318,1
1,736,"October 11, 2018",2018,11,1,244,0
1,736,"October 11, 2018",2018,12,1,291,0
0,376,"October 10, 2018",2018,8,144,344,1
1,45,"October 10, 2018",2018,11,1,244,0
0,603,"October 10, 2018",2018,8,110,271,1
0,603,"October 9, 2018",2018,11,57,470,2
0,338,"October 8, 2018",2018,9,119,39,1
1,603,"October 8, 2018",2017,13,4,422,0
0,603,"October 6, 2018",2018,7,94,345,1
1,736,"October 5, 2018",2018,9,1,446,0
1,133,"October 5, 2018",2018,9,1,291,0
1,319,"October 5, 2018",2018,9,1,80,0
0,506,"October 5, 2018",2018,11,89,359,2
0,603,"October 5, 2018",2018,8,124,199,1
0,736,"October 5, 2018",2018,13,25,121,2
1,435,"October 5, 2018",2018,11,1,382,0
1,736,"October 4, 2018",2018,12,1,81,0
0,557,"October 3, 2018",2017,7,121,326,1
0,603,"October 3, 2018",2017,11,88,345,2
0,618,"October 2, 2018",2017,8,111,0,1
0,603,"October 2, 2018",2012,11,81,227,2
0,736,"October 2, 2018",2018,11,64,470,2
1,506,"October 2, 2018",2014,11,1,103,0
0,736,"October 2, 2018",2008,11,55,274,2
0,506,"October 2, 2018",2014,11,137,185,2
0,506,"October 2, 2018",2000,11,56,195,2
0,603,"October 2, 2018",1998,11,58,195,4
0,506,"October 2, 2018",1982,8,80,185,3
0,506,"October 2, 2018",2014,11,94,274,2
1,506,"October 2, 2018",2009,11,1,99,0
1,602,"October 2, 2018",1972,11,1,409,3
1,506,"October 2, 2018",1974,9,4,93,3
0,506,"October 2, 2018",1979,8,94,163,3
1,718,"October 2, 2018",2005,11,1,117,0
0,506,"October 2, 2018",1989,9,72,185,3
0,506,"October 2, 2018",2013,11,60,274,2
0,251,"October 1, 2018",2016,9,140,39,1
0,58,"October 1, 2018",2017,6,91,121,1
0,251,"October 1, 2018",2009,9,97,350,1
0,251,"October 1, 2018",2014,9,146,39,1
0,251,"October 1, 2018",2016,9,118,331,1
0,251,"October 1, 2018",2009,9,128,326,1
0,251,"October 1, 2018",2009,11,137,329,2
0,251,"October 1, 2018",2014,12,145,367,2
0,736,"October 1, 2018",2017,9,141,326,1
0,251,"October 1, 2018",2012,9,106,220,1
0,736,"October 1, 2018",2018,11,135,319,2
0,251,"October 1, 2018",2013,9,137,328,1
0,251,"October 1, 2018",2014,9,129,219,1
0,251,"October 1, 2018",2009,12,99,326,2
1,603,"October 1, 2018",2018,11,1,460,0
0,251,"October 1, 2018",2017,9,155,25,1
0,251,"October 1, 2018",2014,9,142,200,1
0,251,"October 1, 2018",2008,9,214,39,4
0,251,"October 1, 2018",2015,12,137,200,2
0,251,"October 1, 2018",2009,9,128,328,1
0,251,"October 1, 2018",2018,9,151,331,1
0,251,"October 1, 2018",2014,9,121,220,1
0,251,"October 1, 2018",2009,9,101,39,1
0,251,"October 1, 2018",2008,9,145,200,4
0,251,"October 1, 2018",2009,9,147,375,4
0,251,"October 1, 2018",2016,9,90,326,1
0,251,"October 1, 2018",2012,9,129,220,1
0,251,"October 1, 2018",2005,12,129,200,2
0,251,"October 1, 2018",2017,9,136,200,1
0,251,"October 1, 2018",2016,12,117,217,2
0,251,"October 1, 2018",2012,9,150,52,1
0,251,"October 1, 2018",2011,9,134,52,1
0,251,"October 1, 2018",2011,9,100,221,1
0,603,"October 1, 2018",2018,13,44,121,2
0,621,"October 1, 2018",2018,13,44,121,2
0,603,"October 1, 2018",2009,11,111,199,2
0,251,"October 1, 2018",2014,9,147,39,1
0,251,"October 1, 2018",2013,9,115,329,1
0,251,"October 1, 2018",2013,12,121,219,2
0,251,"October 1, 2018",2016,9,103,39,1
0,271,"October 1, 2018",2016,9,73,199,1
0,251,"October 1, 2018",2015,9,129,52,1
0,251,"October 1, 2018",2014,9,102,353,1
0,251,"October 1, 2018",2013,12,122,219,2
0,251,"October 1, 2018",2008,9,155,53,4
0,251,"October 1, 2018",2013,9,139,53,1
0,251,"October 1, 2018",2015,12,131,200,2
0,251,"October 1, 2018",2017,9,127,200,1
1,603,"October 1, 2018",2016,9,1,446,0
0,251,"October 1, 2018",2012,9,156,53,1
0,736,"October 1, 2018",2018,11,91,281,2
0,251,"October 1, 2018",2013,12,132,219,2
1,506,"October 1, 2018",2018,9,1,104,0
0,251,"October 1, 2018",2016,9,130,39,1
0,251,"October 1, 2018",2010,11,137,319,2
0,251,"October 1, 2018",2012,9,156,53,1
0,251,"October 1, 2018",2009,9,132,220,1
0,252,"October 1, 2018",2010,9,119,326,1
0,251,"October 1, 2018",2015,12,140,220,2
0,380,"October 1, 2018",2016,9,126,329,1
0,718,"September 30, 2018",2012,6,107,138,1
0,45,"September 29, 2018",2018,11,111,319,2
0,105,"September 28, 2018",2018,11,130,55,2
0,603,"September 28, 2018",2018,11,126,36,2
0,603,"September 28, 2018",2018,9,24,274,1
1,603,"September 28, 2018",2018,11,1,387,0
1,58,"September 28, 2018",2018,14,2,422,0
1,442,"September 28, 2018",2018,14,3,433,0
0,272,"September 28, 2018",2018,11,108,350,2
0,444,"September 28, 2018",2018,11,117,281,2
0,589,"September 22, 2018",2018,11,101,361,2
1,736,"September 21, 2018",2018,11,1,449,0
1,319,"September 21, 2018",2018,9,1,80,0
1,603,"September 21, 2018",2018,11,1,490,0
0,603,"September 21, 2018",2018,11,124,288,2
0,45,"September 21, 2018",2018,11,63,470,2
1,603,"September 21, 2018",2018,9,1,260,0
1,319,"September 20, 2018",2014,12,1,80,0
1,86,"September 19, 2018",2016,14,1,422,0
1,328,"September 15, 2018",2017,9,1,244,0
1,603,"September 14, 2018",2018,11,2,261,0
1,736,"September 14, 2018",2018,12,1,295,0
1,342,"September 14, 2018",2018,11,2,241,0
1,603,"September 14, 2018",2018,11,1,472,0
1,736,"September 14, 2018",2018,13,1,422,0
0,301,"September 14, 2018",2018,11,114,332,2
0,603,"September 14, 2018",2018,11,98,199,2
1,105,"September 14, 2018",2018,9,1,392,0
0,603,"September 13, 2018",2018,9,100,274,1
1,435,"September 12, 2018",2018,11,1,383,0
0,302,"September 12, 2018",2018,11,100,326,2
1,603,"September 11, 2018",2018,11,1,472,0
1,736,"September 11, 2018",2018,10,1,296,0
0,354,"September 11, 2018",2018,11,123,326,2
1,736,"September 9, 2018",2004,9,2,409,0
1,603,"September 8, 2018",2013,14,1,422,0
1,603,"September 8, 2018",2016,14,1,422,0
0,604,"September 7, 2018",2018,11,77,274,2
1,736,"September 7, 2018",2018,11,1,291,0
1,603,"September 7, 2018",2018,11,2,256,0
0,106,"September 7, 2018",2018,12,106,133,2
0,603,"September 7, 2018",2018,7,106,230,1
1,603,"September 7, 2018",2018,14,2,422,0
0,44,"September 7, 2018",2018,11,102,332,2
0,251,"September 6, 2018",2014,9,146,200,1
0,589,"September 3, 2018",2018,11,96,0,2
1,488,"September 2, 2018",2018,11,1,242,0
1,603,"September 2, 2018",2018,9,3,264,0
1,483,"September 1, 2018",2018,11,1,244,0
0,165,"September 1, 2018",2017,11,104,332,2
0,251,"September 1, 2018",2018,11,109,319,2
0,251,"September 1, 2018",2018,9,110,319,1
0,251,"September 1, 2018",2017,11,110,319,2
0,256,"September 1, 2018",2018,12,101,319,2
1,15,"September 1, 2018",2018,11,1,410,0
0,162,"September 1, 2018",2017,11,94,331,2
1,444,"August 31, 2018",2017,11,1,400,0
1,639,"August 31, 2018",2018,11,1,235,0
1,603,"August 31, 2018",2018,11,2,472,0
0,444,"August 31, 2018",2018,11,101,220,2
1,617,"August 31, 2018",2018,12,3,446,0
1,736,"August 31, 2018",2018,12,3,450,0
1,121,"August 31, 2018",2017,11,1,241,0
0,251,"August 28, 2018",2017,9,141,52,1
0,251,"August 28, 2018",2017,9,120,220,1
0,251,"August 28, 2018",2017,9,140,52,1
1,603,"August 27, 2018",2018,11,1,291,0
0,603,"August 25, 2018",2012,11,50,470,2
0,736,"August 24, 2018",2018,11,57,470,2
1,251,"August 24, 2018",2018,11,1,413,0
0,58,"August 24, 2018",1998,11,31,185,4
1,105,"August 24, 2018",2018,9,1,410,0
0,603,"August 24, 2018",2018,11,90,227,2
1,506,"August 24, 2018",2018,11,1,105,0
0,251,"August 21, 2018",2017,9,110,200,1
0,251,"August 21, 2018",2017,9,162,39,1
0,251,"August 21, 2018",2017,9,139,332,1
0,251,"August 21, 2018",2018,7,130,329,1
0,251,"August 21, 2018",2017,9,145,200,1
0,603,"August 17, 2018",2018,9,33,185,1
1,603,"August 17, 2018",2018,12,1,446,0
0,462,"August 17, 2018",2017,11,114,200,2
0,603,"August 17, 2018",2018,9,100,220,1
0,435,"August 17, 2018",2018,11,54,470,2
0,251,"August 16, 2018",2018,9,150,330,1
0,671,"August 15, 2018",2015,11,105,199,2
1,15,"August 10, 2018",2018,9,1,294,0
1,603,"August 10, 2018",2018,11,1,298,0
1,603,"August 10, 2018",2018,12,1,487,0
0,542,"August 10, 2018",2018,12,124,337,2
0,603,"August 10, 2018",2018,11,95,185,2
0,603,"August 10, 2018",2018,12,12,289,2
0,9,"August 9, 2018",2018,11,104,332,2
1,603,"August 9, 2018",2018,9,5,499,0
1,736,"August 8, 2018",2018,9,1,394,0
1,483,"August 5, 2018",2018,9,1,414,0
0,251,"August 4, 2018",2014,12,143,200,2
0,251,"August 4, 2018",2016,9,127,52,1
0,251,"August 4, 2018",2018,11,100,200,2
0,111,"August 4, 2018",2018,12,74,70,2
1,444,"August 3, 2018",2018,11,1,241,0
1,736,"August 3, 2018",2018,14,3,422,0
0,603,"August 3, 2018",2018,11,104,197,2
0,251,"August 2, 2018",2011,11,148,332,2
0,251,"August 2, 2018",2011,12,127,127,2
0,251,"August 2, 2018",2008,11,158,326,2
0,251,"August 2, 2018",2016,9,124,329,1
0,251,"August 2, 2018",2000,9,163,328,4
0,251,"August 2, 2018",2010,9,121,326,1
0,251,"August 2, 2018",2014,11,154,329,2
0,251,"August 2, 2018",2014,9,127,39,1
0,251,"August 2, 2018",2010,9,128,219,1
0,251,"August 2, 2018",2012,12,98,219,2
0,251,"August 2, 2018",2009,9,109,367,1
0,251,"August 2, 2018",2016,9,168,39,1
0,251,"August 2, 2018",2010,9,162,332,1
0,251,"August 2, 2018",2006,9,159,326,4
0,251,"August 2, 2018",2012,9,137,25,1
0,251,"August 2, 2018",2015,9,133,329,1
0,251,"August 2, 2018",2012,9,127,220,1
0,251,"August 2, 2018",2011,9,131,220,1
0,251,"August 2, 2018",2005,12,90,140,2
1,342,"August 1, 2018",2018,10,1,292,0
0,603,"August 1, 2018",2018,11,88,274,2
0,6,"August 1, 2018",2017,11,87,319,2
1,319,"August 1, 2018",2018,11,1,414,0
1,319,"August 1, 2018",2018,9,1,394,0
1,162,"July 30, 2018",2018,11,2,409,0
1,319,"July 30, 2018",2018,11,2,80,0
0,15,"July 28, 2018",2005,12,82,442,2
0,15,"July 28, 2018",2012,9,86,185,1
1,15,"July 28, 2018",2007,11,6,487,0
0,165,"July 28, 2018",2017,11,100,209,2
0,342,"July 27, 2018",2018,11,57,470,2
1,350,"July 27, 2018",2018,11,3,252,0
0,603,"July 27, 2018",2018,11,95,41,2
1,319,"July 27, 2018",2018,11,1,242,0
0,30,"July 27, 2018",2018,9,101,274,1
1,444,"July 27, 2018",2018,11,1,410,0
0,251,"July 25, 2018",2018,12,124,326,2
0,603,"July 24, 2018",2018,11,72,470,2
0,444,"July 24, 2018",2018,11,93,375,2
1,506,"July 20, 2018",2018,12,1,104,0
1,363,"July 20, 2018",2018,11,1,292,0
0,120,"July 20, 2018",2018,6,92,125,1
0,603,"July 20, 2018",2018,11,95,185,2
1,603,"July 20, 2018",2018,14,4,433,0
1,319,"July 20, 2018",2018,11,1,410,0
1,86,"July 20, 2018",2018,13,2,422,0
0,45,"July 20, 2018",2018,6,133,312,1
0,444,"July 19, 2018",2018,11,85,217,2
1,736,"July 18, 2018",2018,9,1,295,0
0,444,"July 18, 2018",2018,9,105,283,1
0,319,"July 18, 2018",2018,9,101,5,1
0,15,"July 15, 2018",2018,10,88,141,2
1,603,"July 15, 2018",2018,11,2,472,0
1,105,"July 14, 2018",2018,9,1,394,0
0,603,"July 13, 2018",2018,11,113,60,2
0,603,"July 13, 2018",2018,11,71,470,2
0,342,"July 13, 2018",2018,11,75,347,2
1,296,"July 11, 2018",2017,11,2,405,0
1,506,"July 10, 2018",2018,11,2,104,0
1,603,"July 10, 2018",2018,11,2,234,0
1,435,"July 8, 2018",2018,11,1,379,0
1,603,"July 6, 2018",2018,12,2,292,0
0,2,"July 6, 2018",2018,9,66,470,1
0,603,"July 6, 2018",2018,9,83,22,1
0,444,"July 6, 2018",2018,11,110,319,2
0,191,"July 6, 2018",2018,12,88,138,2
0,603,"July 4, 2018",2013,11,77,470,2
0,603,"July 3, 2018",2012,11,58,470,2
0,603,"July 3, 2018",2012,11,69,470,2
0,603,"July 3, 2018",2012,11,61,470,2
0,118,"July 2, 2018",2018,9,88,200,1
0,251,"July 1, 2018",2006,9,122,200,4
0,603,"July 1, 2018",2013,11,60,470,2
0,251,"July 1, 2018",2003,9,166,329,4
0,251,"July 1, 2018",2013,9,107,200,1
0,603,"July 1, 2018",2018,11,94,320,2
0,251,"July 1, 2018",2010,12,87,127,2
0,251,"July 1, 2018",2018,9,92,332,1
0,251,"July 1, 2018",2007,9,130,200,4
1,603,"July 1, 2018",2017,9,15,264,0
0,342,"July 1, 2018",2015,9,88,350,1
0,251,"July 1, 2018",2010,9,128,200,1
0,603,"July 1, 2018",2017,11,96,288,2
0,251,"July 1, 2018",2018,11,94,319,2
0,603,"June 30, 2018",2012,11,69,470,2
1,603,"June 30, 2018",2017,9,1,264,0
0,444,"June 30, 2018",2017,11,90,347,2
0,506,"June 29, 2018",2018,11,101,332,2
1,506,"June 29, 2018",2018,11,1,104,0
0,96,"June 29, 2018",2018,11,77,470,2
1,589,"June 29, 2018",2018,11,1,97,0
0,122,"June 29, 2018",2018,9,89,200,1
0,603,"June 29, 2018",2018,11,90,274,2
0,603,"June 29, 2018",2018,8,98,467,1
1,621,"June 26, 2018",2017,14,1,433,0
0,603,"June 26, 2018",2018,11,66,470,2
1,45,"June 25, 2018",2018,11,1,409,0
0,319,"June 25, 2018",2014,11,103,6,2
0,162,"June 24, 2018",2018,11,95,218,2
1,603,"June 23, 2018",2018,9,1,498,0
0,627,"June 22, 2018",2016,7,89,319,1
0,506,"June 22, 2018",2018,11,74,364,2
1,603,"June 22, 2018",2018,11,2,256,0
0,105,"June 22, 2018",2018,11,119,329,2
0,15,"June 19, 2018",2018,11,70,470,2
1,603,"June 18, 2018",2018,11,1,399,0
0,251,"June 15, 2018",2018,11,121,200,2
0,296,"June 15, 2018",2018,11,106,217,2
0,385,"June 15, 2018",2017,10,74,281,2
0,603,"June 15, 2018",2018,11,106,230,2
0,444,"June 15, 2018",2017,7,113,319,1
0,102,"June 15, 2018",2017,11,119,326,2
1,736,"June 15, 2018",2018,13,1,422,0
1,736,"June 15, 2018",2018,13,1,422,0
0,603,"June 8, 2018",2018,11,100,199,2
0,15,"June 8, 2018",2018,11,110,212,2
0,342,"June 8, 2018",2018,11,66,470,2
1,162,"June 8, 2018",2018,11,1,237,0
1,603,"June 7, 2018",2017,9,4,498,0
1,319,"June 2, 2018",2008,14,2,86,0
0,251,"June 1, 2018",2017,9,126,326,1
0,488,"June 1, 2018",2017,11,130,332,2
1,162,"June 1, 2018",2018,11,1,235,0
0,603,"June 1, 2018",2018,11,110,318,2
0,212,"June 1, 2018",2015,11,85,284,2
1,603,"May 30, 2018",2019,9,4,487,0
1,603,"May 29, 2018",2019,11,5,487,0
1,603,"May 27, 2018",2018,11,1,472,0
0,444,"May 26, 2018",2018,11,117,332,2
1,435,"May 26, 2018",2018,11,1,379,0
0,2,"May 25, 2018",2018,11,63,470,2
0,603,"May 25, 2018",2018,11,94,230,2
0,603,"May 25, 2018",2018,9,74,470,1
1,690,"May 25, 2018",2018,14,3,432,0
1,319,"May 22, 2018",2018,11,1,404,0
0,603,"May 22, 2018",2018,9,58,470,1
0,426,"May 18, 2018",2018,11,117,220,2
1,736,"May 18, 2018",2018,13,1,422,0
1,89,"May 18, 2018",2017,14,4,249,0
0,603,"May 17, 2018",2007,11,89,470,2
0,8,"May 16, 2018",2017,11,66,281,2
0,251,"May 15, 2018",2018,11,158,39,2
0,319,"May 15, 2018",1979,7,100,3,3
1,319,"May 15, 2018",2009,11,1,80,0
0,603,"May 13, 2018",2018,11,64,470,2
0,603,"May 12, 2018",2017,11,92,211,2
1,603,"May 11, 2018",2018,9,3,471,0
0,342,"May 11, 2018",2018,11,63,470,2
1,603,"May 11, 2018",2018,11,1,237,0
0,589,"May 11, 2018",2018,9,105,230,1
1,603,"May 11, 2018",2018,12,1,433,0
0,603,"May 8, 2018",2018,11,67,470,2
0,212,"May 7, 2018",2007,9,91,217,4
0,603,"May 5, 2018",2018,11,92,345,2
0,73,"May 5, 2018",2018,3,87,131,1
1,603,"May 4, 2018",2018,10,1,472,0
0,522,"May 4, 2018",2018,11,100,342,2
0,162,"May 4, 2018",2018,11,113,470,2
0,603,"May 4, 2018",2018,12,40,274,2
0,311,"May 4, 2018",2018,11,105,326,2
1,687,"May 4, 2018",2018,14,2,422,0
0,342,"May 4, 2018",2018,9,94,220,1
0,108,"May 4, 2018",2017,11,109,52,2
0,444,"May 4, 2018",2017,11,99,200,2
0,121,"May 3, 2018",2018,11,89,217,2
0,55,"May 2, 2018",2017,11,92,52,2
0,251,"May 1, 2018",2017,11,105,326,2
0,251,"May 1, 2018",2017,9,130,38,1
0,317,"May 1, 2018",2017,12,69,281,2
0,603,"May 1, 2018",2018,11,98,49,2
0,9,"May 1, 2018",2017,11,90,217,2
0,603,"May 1, 2018",2018,11,65,470,2
0,58,"May 1, 2018",2018,6,92,220,1
0,736,"May 1, 2018",2015,13,19,442,2
0,444,"May 1, 2018",2008,13,25,442,2
0,736,"May 1, 2018",2015,13,22,442,2
0,603,"May 1, 2018",2015,13,40,442,2
0,736,"May 1, 2018",2014,13,22,442,2
0,736,"May 1, 2018",2016,13,24,442,2
1,162,"May 1, 2018",2016,13,1,422,0
0,251,"May 1, 2018",2016,9,101,326,1
1,736,"May 1, 2018",2017,12,1,402,0
0,603,"May 1, 2018",2017,8,90,199,1
0,444,"May 1, 2018",2017,11,96,217,2
1,414,"April 30, 2018",2017,9,1,412,0
0,251,"April 30, 2018",2017,9,115,220,1
0,162,"April 30, 2018",2017,11,92,326,2
1,736,"April 27, 2018",2018,11,1,291,0
0,603,"April 27, 2018",2018,9,93,143,1
1,736,"April 27, 2018",2016,9,2,413,0
0,444,"April 27, 2018",2017,11,95,222,2
1,736,"April 27, 2018",2016,12,1,412,0
0,603,"April 27, 2018",2018,11,105,274,2
0,603,"April 27, 2018",2018,9,117,185,1
1,736,"April 27, 2018",2016,12,1,393,0
1,736,"April 27, 2018",2016,9,1,412,0
0,212,"April 26, 2018",2018,11,66,470,2
0,603,"April 25, 2018",2017,12,97,274,2
0,45,"April 25, 2018",2018,13,78,121,2
0,435,"April 25, 2018",2018,11,102,25,2
0,603,"April 24, 2018",2018,12,62,470,2
0,603,"April 20, 2018",2018,11,97,199,2
0,86,"April 20, 2018",2018,11,105,197,2
0,603,"April 20, 2018",2018,12,79,274,2
0,45,"April 19, 2018",2017,11,90,200,2
1,212,"April 19, 2018",2017,11,1,412,0
1,162,"April 17, 2018",2018,11,1,244,0
1,603,"April 17, 2018",2018,11,1,472,0
0,626,"April 15, 2018",2017,8,107,60,1
0,603,"April 13, 2018",2018,9,105,311,1
0,162,"April 13, 2018",2018,11,99,220,2
1,603,"April 13, 2018",2018,13,2,422,0
0,121,"April 12, 2018",2017,11,108,319,2
0,506,"April 10, 2018",2018,11,66,470,2
1,388,"April 9, 2018",2017,11,1,412,0
0,603,"April 6, 2018",2018,11,75,318,2
0,603,"April 6, 2018",2018,11,96,324,2
0,449,"April 6, 2018",2017,9,95,330,1
0,603,"April 6, 2018",2018,9,32,277,1
0,603,"April 6, 2018",2018,11,70,470,2
0,350,"April 6, 2018",2017,11,94,199,2
0,2,"April 6, 2018",2018,11,78,470,2
1,580,"April 6, 2018",2018,11,1,105,0
1,162,"April 6, 2018",2017,12,3,422,0
0,52,"April 5, 2018",2018,8,91,346,1
0,162,"April 3, 2018",2018,11,75,470,2
0,251,"April 3, 2018",2017,11,105,332,2
1,603,"April 2, 2018",1993,12,7,486,0
0,3,"April 1, 2018",2017,9,96,332,1
0,251,"April 1, 2018",2009,12,132,326,2
1,470,"April 1, 2018",2017,11,1,243,0
0,603,"April 1, 2018",2012,11,60,470,2
1,506,"April 1, 2018",2017,11,1,108,0
0,251,"April 1, 2018",2004,9,171,22,4
0,251,"April 1, 2018",2016,9,116,332,1
0,251,"April 1, 2018",2007,9,169,200,4
0,251,"April 1, 2018",2005,12,134,329,2
0,251,"April 1, 2018",2000,9,159,200,4
1,506,"March 31, 2018",2017,11,2,105,0
0,506,"March 31, 2018",2017,8,87,60,1
0,603,"March 30, 2018",2018,11,103,324,2
0,603,"March 30, 2018",2018,11,78,230,2
1,603,"March 30, 2018",2018,11,1,291,0
0,342,"March 30, 2018",2018,11,62,470,2
0,586,"March 30, 2018",2018,11,97,342,2
1,58,"March 30, 2018",2018,11,12,151,0
0,58,"March 30, 2018",2009,8,102,186,1
0,58,"March 30, 2018",2006,8,95,186,4
1,506,"March 30, 2018",2018,9,1,291,0
1,506,"March 27, 2018",2018,9,1,106,0
0,390,"March 26, 2018",2016,11,115,332,2
0,603,"March 23, 2018",2018,11,102,20,2
0,356,"March 23, 2018",2016,11,99,326,2
0,603,"March 23, 2018",2018,11,74,321,2
1,506,"March 23, 2018",2018,11,1,109,0
0,603,"March 23, 2018",2018,11,100,335,2
0,251,"March 23, 2018",2017,9,150,328,1
1,603,"March 20, 2018",2018,11,2,472,0
0,504,"March 16, 2018",2018,12,87,138,2
1,2,"March 16, 2018",2018,11,1,400,0
0,603,"March 16, 2018",2018,9,88,274,1
1,603,"March 16, 2018",2018,11,1,234,0
0,736,"March 16, 2018",2018,11,63,470,2
0,319,"March 15, 2018",2016,7,129,67,1
0,470,"March 15, 2018",2016,11,91,200,2
1,150,"March 15, 2018",2016,9,1,394,0
1,38,"March 15, 2018",2017,11,1,414,0
0,394,"March 15, 2018",2017,11,115,326,2
